Sorting Algorithm,Array Size,Generation Mode,Number of Runs,Average Time,Minimum Time,Maximum Time,Number of Comparisons,Number of Interchanges
Merge Sort,10,RANDOM,10,10490.0,7400.0,24000.0,24,34
Bubble Sort,10,RANDOM,10,3530.0,3000.0,5500.0,44,23
Insertion Sort,10,RANDOM,10,1640.0,1400.0,2800.0,30,23
Selection Sort,10,RANDOM,10,2370.0,1800.0,4400.0,45,10
Heap Sort,10,RANDOM,10,6900.0,4300.0,18200.0,65,25
Quick Sort,10,RANDOM,10,5470.0,3200.0,13500.0,21,20
Merge Sort,10,SORTED,10,39690.0,12100.0,125900.0,19,34
Bubble Sort,10,SORTED,10,1110.0,300.0,4200.0,9,0
Insertion Sort,10,SORTED,10,3320.0,1600.0,16400.0,9,0
Selection Sort,10,SORTED,10,11520.0,6300.0,40500.0,45,10
Heap Sort,10,SORTED,10,133340.0,5100.0,1086200.0,77,30
Quick Sort,10,SORTED,10,41680.0,6000.0,288600.0,22,27
Merge Sort,10,INVERSELY_SORTED,10,6830.0,5100.0,16100.0,15,34
Bubble Sort,10,INVERSELY_SORTED,10,4190.0,3800.0,5300.0,45,45
Insertion Sort,10,INVERSELY_SORTED,10,2230.0,2100.0,2800.0,45,45
Selection Sort,10,INVERSELY_SORTED,10,2570.0,2400.0,3300.0,45,10
Heap Sort,10,INVERSELY_SORTED,10,1530.0,1300.0,2800.0,62,21
Quick Sort,10,INVERSELY_SORTED,10,24080.0,4300.0,195000.0,35,31
Merge Sort,10,NEARLY_SORTED,10,7300.0,4200.0,32800.0,23,34
Bubble Sort,10,NEARLY_SORTED,10,2750.0,2600.0,3600.0,44,20
Insertion Sort,10,NEARLY_SORTED,10,1520.0,1100.0,3100.0,27,20
Selection Sort,10,NEARLY_SORTED,10,2330.0,2000.0,3300.0,45,10
Heap Sort,10,NEARLY_SORTED,10,1360.0,1100.0,2500.0,70,26
Quick Sort,10,NEARLY_SORTED,10,11010.0,3000.0,66500.0,24,18
Merge Sort,10,RANDOM,10,5290.0,4600.0,7700.0,24,34
Bubble Sort,10,RANDOM,10,3530.0,3200.0,5000.0,44,26
Insertion Sort,10,RANDOM,10,1620.0,1400.0,2200.0,33,26
Selection Sort,10,RANDOM,10,2510.0,2400.0,2900.0,45,10
Heap Sort,10,RANDOM,10,1520.0,1300.0,2500.0,65,24
Quick Sort,10,RANDOM,10,4640.0,3800.0,6600.0,31,33
Merge Sort,10,SORTED,10,11760.0,9800.0,17800.0,19,34
Bubble Sort,10,SORTED,10,1620.0,1500.0,2000.0,9,0
Insertion Sort,10,SORTED,10,1980.0,1800.0,2200.0,9,0
Selection Sort,10,SORTED,10,7250.0,6700.0,9300.0,45,10
Heap Sort,10,SORTED,10,3080.0,2900.0,3800.0,77,30
Quick Sort,10,SORTED,10,32320.0,10800.0,93200.0,24,33
Merge Sort,10,INVERSELY_SORTED,10,37050.0,1000.0,349800.0,15,34
Bubble Sort,10,INVERSELY_SORTED,10,3110.0,2600.0,5400.0,45,45
Insertion Sort,10,INVERSELY_SORTED,10,3410.0,1500.0,16300.0,45,45
Selection Sort,10,INVERSELY_SORTED,10,2310.0,1500.0,7600.0,45,10
Heap Sort,10,INVERSELY_SORTED,10,18200.0,800.0,162100.0,62,21
Quick Sort,10,INVERSELY_SORTED,10,11420.0,2600.0,84200.0,22,30
Merge Sort,10,NEARLY_SORTED,10,2180.0,1300.0,4800.0,22,34
Bubble Sort,10,NEARLY_SORTED,10,3300.0,2700.0,5900.0,44,19
Insertion Sort,10,NEARLY_SORTED,10,1900.0,1000.0,3000.0,25,19
Selection Sort,10,NEARLY_SORTED,10,3620.0,1900.0,6200.0,45,10
Heap Sort,10,NEARLY_SORTED,10,1770.0,1500.0,2600.0,77,29
Quick Sort,10,NEARLY_SORTED,10,4290.0,3300.0,7500.0,27,25
Merge Sort,10,RANDOM,10,1770.0,1600.0,2400.0,24,34
Bubble Sort,10,RANDOM,10,3290.0,2900.0,4100.0,44,23
Insertion Sort,10,RANDOM,10,1490.0,1300.0,2000.0,30,23
Selection Sort,10,RANDOM,10,2510.0,2100.0,3100.0,45,10
Heap Sort,10,RANDOM,10,3290.0,1400.0,18100.0,65,25
Quick Sort,10,RANDOM,10,3620.0,2900.0,4900.0,21,22
Merge Sort,10,SORTED,10,1500.0,1300.0,2200.0,19,34
Bubble Sort,10,SORTED,10,560.0,400.0,900.0,9,0
Insertion Sort,10,SORTED,10,640.0,500.0,1000.0,9,0
Selection Sort,10,SORTED,10,2230.0,1800.0,3500.0,45,10
Heap Sort,10,SORTED,10,1850.0,1500.0,2700.0,77,30
Quick Sort,10,SORTED,10,2930.0,2200.0,6100.0,23,26
Merge Sort,10,INVERSELY_SORTED,10,1800.0,1000.0,5600.0,15,34
Bubble Sort,10,INVERSELY_SORTED,10,3680.0,3100.0,5400.0,45,45
Insertion Sort,10,INVERSELY_SORTED,10,1910.0,1600.0,2800.0,45,45
Selection Sort,10,INVERSELY_SORTED,10,2110.0,1700.0,2500.0,45,10
Heap Sort,10,INVERSELY_SORTED,10,1430.0,1100.0,2700.0,62,21
Quick Sort,10,INVERSELY_SORTED,10,2200.0,1800.0,2900.0,26,30
Merge Sort,10,NEARLY_SORTED,10,1710.0,1000.0,4900.0,22,34
Bubble Sort,10,NEARLY_SORTED,10,2320.0,1900.0,3000.0,39,14
Insertion Sort,10,NEARLY_SORTED,10,1100.0,900.0,1900.0,23,14
Selection Sort,10,NEARLY_SORTED,10,2290.0,1800.0,4200.0,45,10
Heap Sort,10,NEARLY_SORTED,10,1740.0,1100.0,2900.0,74,28
Quick Sort,10,NEARLY_SORTED,10,5500.0,1600.0,27400.0,24,25
Merge Sort,10,RANDOM,10,1490.0,1000.0,2600.0,21,34
Bubble Sort,10,RANDOM,10,3870.0,2900.0,8300.0,45,32
Insertion Sort,10,RANDOM,10,1730.0,1400.0,2300.0,39,32
Selection Sort,10,RANDOM,10,2240.0,2000.0,2800.0,45,10
Heap Sort,10,RANDOM,10,2490.0,1200.0,7200.0,71,26
Quick Sort,10,RANDOM,10,1790.0,1300.0,3800.0,23,22
Merge Sort,10,SORTED,10,2640.0,1100.0,12000.0,19,34
Bubble Sort,10,SORTED,10,600.0,400.0,1800.0,9,0
Insertion Sort,10,SORTED,10,750.0,400.0,3200.0,9,0
Selection Sort,10,SORTED,10,1980.0,1500.0,4100.0,45,10
Heap Sort,10,SORTED,10,1570.0,1100.0,3100.0,77,30
Quick Sort,10,SORTED,10,2560.0,1200.0,11900.0,29,35
Merge Sort,10,INVERSELY_SORTED,10,1320.0,1000.0,2300.0,15,34
Bubble Sort,10,INVERSELY_SORTED,10,3250.0,2800.0,4100.0,45,45
Insertion Sort,10,INVERSELY_SORTED,10,1790.0,1500.0,2400.0,45,45
Selection Sort,10,INVERSELY_SORTED,10,2870.0,1800.0,9300.0,45,10
Heap Sort,10,INVERSELY_SORTED,10,1540.0,1100.0,2600.0,62,21
Quick Sort,10,INVERSELY_SORTED,10,1640.0,1300.0,2400.0,25,25
Merge Sort,10,NEARLY_SORTED,10,1370.0,1000.0,2200.0,24,34
Bubble Sort,10,NEARLY_SORTED,10,2480.0,2200.0,3200.0,42,20
Insertion Sort,10,NEARLY_SORTED,10,1270.0,1100.0,1800.0,28,20
Selection Sort,10,NEARLY_SORTED,10,2120.0,1800.0,2600.0,45,10
Heap Sort,10,NEARLY_SORTED,10,1750.0,1400.0,3000.0,78,30
Quick Sort,10,NEARLY_SORTED,10,1750.0,1300.0,2900.0,20,20
Merge Sort,10,RANDOM,10,1290.0,1000.0,2300.0,22,34
Bubble Sort,10,RANDOM,10,3050.0,2400.0,5300.0,42,28
Insertion Sort,10,RANDOM,10,1540.0,1200.0,2500.0,34,28
Selection Sort,10,RANDOM,10,2270.0,2000.0,3100.0,45,10
Heap Sort,10,RANDOM,10,1580.0,1200.0,2500.0,67,24
Quick Sort,10,RANDOM,10,1590.0,1100.0,2200.0,22,25
Merge Sort,10,SORTED,10,4570.0,1400.0,30800.0,19,34
Bubble Sort,10,SORTED,10,610.0,500.0,1100.0,9,0
Insertion Sort,10,SORTED,10,680.0,600.0,1200.0,9,0
Selection Sort,10,SORTED,10,2080.0,1800.0,2600.0,45,10
Heap Sort,10,SORTED,10,2030.0,1600.0,4100.0,77,30
Quick Sort,10,SORTED,10,1780.0,1300.0,3300.0,29,34
Merge Sort,10,INVERSELY_SORTED,10,1710.0,1400.0,2400.0,15,34
Bubble Sort,10,INVERSELY_SORTED,10,3740.0,3300.0,4300.0,45,45
Insertion Sort,10,INVERSELY_SORTED,10,2470.0,1700.0,6600.0,45,45
Selection Sort,10,INVERSELY_SORTED,10,2750.0,2200.0,5700.0,45,10
Heap Sort,10,INVERSELY_SORTED,10,1550.0,1300.0,2200.0,62,21
Quick Sort,10,INVERSELY_SORTED,10,1800.0,1400.0,3100.0,21,18
Merge Sort,10,NEARLY_SORTED,10,3950.0,1400.0,24900.0,22,34
Bubble Sort,10,NEARLY_SORTED,10,3290.0,2700.0,4700.0,42,25
Insertion Sort,10,NEARLY_SORTED,10,1770.0,1300.0,4200.0,32,25
Selection Sort,10,NEARLY_SORTED,10,2480.0,2100.0,3400.0,45,10
Heap Sort,10,NEARLY_SORTED,10,1780.0,1400.0,2500.0,71,27
Quick Sort,10,NEARLY_SORTED,10,1790.0,1200.0,3100.0,23,21
Merge Sort,10,RANDOM,10,1710.0,1400.0,2400.0,23,34
Bubble Sort,10,RANDOM,10,3360.0,3100.0,4100.0,45,28
Insertion Sort,10,RANDOM,10,1580.0,1300.0,2200.0,33,28
Selection Sort,10,RANDOM,10,700.0,300.0,2400.0,45,10
Heap Sort,10,RANDOM,10,1950.0,1400.0,4200.0,72,26
Quick Sort,10,RANDOM,10,1780.0,1400.0,2800.0,24,24
Merge Sort,10,SORTED,10,1690.0,1400.0,2500.0,19,34
Bubble Sort,10,SORTED,10,550.0,400.0,1000.0,9,0
Insertion Sort,10,SORTED,10,640.0,500.0,1000.0,9,0
Selection Sort,10,SORTED,10,480.0,300.0,700.0,45,10
Heap Sort,10,SORTED,10,1760.0,1200.0,2500.0,77,30
Quick Sort,10,SORTED,10,1890.0,1300.0,3000.0,19,20
Merge Sort,10,INVERSELY_SORTED,10,1880.0,1500.0,3100.0,15,34
Bubble Sort,10,INVERSELY_SORTED,10,6070.0,3500.0,25900.0,45,45
Insertion Sort,10,INVERSELY_SORTED,10,2340.0,2100.0,3200.0,45,45
Selection Sort,10,INVERSELY_SORTED,10,540.0,300.0,1700.0,45,10
Heap Sort,10,INVERSELY_SORTED,10,1800.0,1100.0,3700.0,62,21
Quick Sort,10,INVERSELY_SORTED,10,1410.0,1100.0,2400.0,19,17
Merge Sort,10,NEARLY_SORTED,10,1670.0,1300.0,2900.0,25,34
Bubble Sort,10,NEARLY_SORTED,10,2920.0,2600.0,3900.0,39,20
Insertion Sort,10,NEARLY_SORTED,10,520.0,200.0,2300.0,27,20
Selection Sort,10,NEARLY_SORTED,10,480.0,400.0,800.0,45,10
Heap Sort,10,NEARLY_SORTED,10,2100.0,1400.0,4800.0,72,26
Quick Sort,10,NEARLY_SORTED,10,2510.0,1300.0,5200.0,21,26
Merge Sort,10,RANDOM,10,2530.0,1300.0,8500.0,21,34
Bubble Sort,10,RANDOM,10,3290.0,1400.0,17000.0,24,8
Insertion Sort,10,RANDOM,10,650.0,100.0,3400.0,16,8
Selection Sort,10,RANDOM,10,840.0,300.0,4200.0,45,10
Heap Sort,10,RANDOM,10,3160.0,1200.0,13600.0,75,30
Quick Sort,10,RANDOM,10,7190.0,1500.0,46100.0,23,25
Merge Sort,10,SORTED,10,5900.0,1200.0,20000.0,19,34
Bubble Sort,10,SORTED,10,720.0,300.0,1300.0,9,0
Insertion Sort,10,SORTED,10,350.0,100.0,1600.0,9,0
Selection Sort,10,SORTED,10,630.0,300.0,1900.0,45,10
Heap Sort,10,SORTED,10,2890.0,1200.0,8300.0,77,30
Quick Sort,10,SORTED,10,18070.0,600.0,145100.0,24,22
Merge Sort,10,INVERSELY_SORTED,10,2220.0,1200.0,6200.0,15,34
Bubble Sort,10,INVERSELY_SORTED,10,3810.0,2900.0,7600.0,45,45
Insertion Sort,10,INVERSELY_SORTED,10,570.0,200.0,2700.0,45,45
Selection Sort,10,INVERSELY_SORTED,10,740.0,300.0,2800.0,45,10
Heap Sort,10,INVERSELY_SORTED,10,2550.0,1500.0,7800.0,62,21
Quick Sort,10,INVERSELY_SORTED,10,2590.0,700.0,12500.0,23,23
Merge Sort,10,NEARLY_SORTED,10,2890.0,1400.0,6400.0,23,34
Bubble Sort,10,NEARLY_SORTED,10,1880.0,300.0,14100.0,42,24
Insertion Sort,10,NEARLY_SORTED,10,810.0,300.0,2800.0,32,24
Selection Sort,10,NEARLY_SORTED,10,830.0,300.0,2300.0,45,10
Heap Sort,10,NEARLY_SORTED,10,3750.0,1300.0,13300.0,66,24
Quick Sort,10,NEARLY_SORTED,10,1690.0,700.0,6100.0,22,20
Merge Sort,10,RANDOM,10,2810.0,1100.0,10100.0,24,34
Bubble Sort,10,RANDOM,10,670.0,300.0,2600.0,44,24
Insertion Sort,10,RANDOM,10,640.0,200.0,3200.0,31,24
Selection Sort,10,RANDOM,10,590.0,300.0,1200.0,45,10
Heap Sort,10,RANDOM,10,2470.0,1500.0,4500.0,77,30
Quick Sort,10,RANDOM,10,940.0,700.0,2100.0,21,22
Merge Sort,10,SORTED,10,2180.0,1500.0,4700.0,19,34
Bubble Sort,10,SORTED,10,210.0,100.0,900.0,9,0
Insertion Sort,10,SORTED,10,230.0,100.0,800.0,9,0
Selection Sort,10,SORTED,10,520.0,400.0,800.0,45,10
Heap Sort,10,SORTED,10,1740.0,1300.0,2700.0,77,30
Quick Sort,10,SORTED,10,1870.0,600.0,6100.0,21,24
Merge Sort,10,INVERSELY_SORTED,10,5930.0,1300.0,43900.0,15,34
Bubble Sort,10,INVERSELY_SORTED,10,490.0,300.0,1000.0,45,45
Insertion Sort,10,INVERSELY_SORTED,10,420.0,300.0,800.0,45,45
Selection Sort,10,INVERSELY_SORTED,10,1660.0,300.0,12100.0,45,10
Heap Sort,10,INVERSELY_SORTED,10,1700.0,1100.0,3400.0,62,21
Quick Sort,10,INVERSELY_SORTED,10,810.0,700.0,1000.0,25,25
Merge Sort,10,NEARLY_SORTED,10,1890.0,1600.0,3000.0,24,34
Bubble Sort,10,NEARLY_SORTED,10,510.0,300.0,900.0,39,21
Insertion Sort,10,NEARLY_SORTED,10,350.0,200.0,800.0,29,21
Selection Sort,10,NEARLY_SORTED,10,450.0,300.0,800.0,45,10
Heap Sort,10,NEARLY_SORTED,10,1740.0,1500.0,2400.0,81,31
Quick Sort,10,NEARLY_SORTED,10,840.0,700.0,1000.0,23,28
Merge Sort,10,RANDOM,10,2060.0,1700.0,3100.0,25,34
Bubble Sort,10,RANDOM,10,410.0,300.0,800.0,39,18
Insertion Sort,10,RANDOM,10,270.0,200.0,700.0,27,18
Selection Sort,10,RANDOM,10,500.0,300.0,1300.0,45,10
Heap Sort,10,RANDOM,10,1750.0,1500.0,2400.0,77,30
Quick Sort,10,RANDOM,10,830.0,700.0,1100.0,20,22
Merge Sort,10,SORTED,10,1660.0,1300.0,2400.0,19,34
Bubble Sort,10,SORTED,10,180.0,100.0,300.0,9,0
Insertion Sort,10,SORTED,10,200.0,100.0,300.0,9,0
Selection Sort,10,SORTED,10,490.0,300.0,600.0,45,10
Heap Sort,10,SORTED,10,1840.0,1500.0,2900.0,77,30
Quick Sort,10,SORTED,10,8050.0,700.0,67300.0,31,26
Merge Sort,10,INVERSELY_SORTED,10,2150.0,1500.0,3400.0,15,34
Bubble Sort,10,INVERSELY_SORTED,10,670.0,300.0,2200.0,45,45
Insertion Sort,10,INVERSELY_SORTED,10,650.0,300.0,2000.0,45,45
Selection Sort,10,INVERSELY_SORTED,10,970.0,300.0,2900.0,45,10
Heap Sort,10,INVERSELY_SORTED,10,8500.0,1000.0,42100.0,62,21
Quick Sort,10,INVERSELY_SORTED,10,1870.0,700.0,10400.0,22,25
Merge Sort,10,NEARLY_SORTED,10,2850.0,1300.0,6000.0,23,34
Bubble Sort,10,NEARLY_SORTED,10,800.0,400.0,2900.0,45,18
Insertion Sort,10,NEARLY_SORTED,10,390.0,200.0,1500.0,25,18
Selection Sort,10,NEARLY_SORTED,10,790.0,200.0,4000.0,45,10
Heap Sort,10,NEARLY_SORTED,10,3000.0,1200.0,10700.0,75,30
Quick Sort,10,NEARLY_SORTED,10,22630.0,700.0,175900.0,28,19
Merge Sort,10,RANDOM,10,3030.0,1300.0,10400.0,24,34
Bubble Sort,10,RANDOM,10,910.0,300.0,2400.0,42,17
Insertion Sort,10,RANDOM,10,540.0,100.0,2500.0,26,17
Selection Sort,10,RANDOM,10,770.0,300.0,3000.0,45,10
Heap Sort,10,RANDOM,10,5930.0,1400.0,26700.0,74,29
Quick Sort,10,RANDOM,10,1350.0,800.0,3400.0,22,24
Merge Sort,10,SORTED,10,6380.0,1500.0,41300.0,19,34
Bubble Sort,10,SORTED,10,200.0,100.0,600.0,9,0
Insertion Sort,10,SORTED,10,190.0,100.0,400.0,9,0
Selection Sort,10,SORTED,10,480.0,300.0,900.0,45,10
Heap Sort,10,SORTED,10,1730.0,1400.0,2900.0,77,30
Quick Sort,10,SORTED,10,5050.0,600.0,42400.0,20,21
Merge Sort,10,INVERSELY_SORTED,10,2030.0,1500.0,4200.0,15,34
Bubble Sort,10,INVERSELY_SORTED,10,580.0,400.0,900.0,45,45
Insertion Sort,10,INVERSELY_SORTED,10,440.0,300.0,700.0,45,45
Selection Sort,10,INVERSELY_SORTED,10,440.0,200.0,1000.0,45,10
Heap Sort,10,INVERSELY_SORTED,10,1790.0,1400.0,3200.0,62,21
Quick Sort,10,INVERSELY_SORTED,10,1100.0,700.0,1900.0,22,21
Merge Sort,10,NEARLY_SORTED,10,1920.0,1700.0,2500.0,24,34
Bubble Sort,10,NEARLY_SORTED,10,490.0,300.0,900.0,39,19
Insertion Sort,10,NEARLY_SORTED,10,270.0,200.0,400.0,26,19
Selection Sort,10,NEARLY_SORTED,10,740.0,500.0,1900.0,45,10
Heap Sort,10,NEARLY_SORTED,10,2380.0,1200.0,5700.0,71,25
Quick Sort,10,NEARLY_SORTED,10,1410.0,1000.0,3100.0,21,26
Merge Sort,50,RANDOM,10,13690.0,12500.0,18100.0,224,286
Bubble Sort,50,RANDOM,10,77960.0,11900.0,481400.0,1219,601
Insertion Sort,50,RANDOM,10,96060.0,4300.0,898100.0,645,601
Selection Sort,50,RANDOM,10,47140.0,8500.0,381800.0,1225,50
Heap Sort,50,RANDOM,10,11430.0,10600.0,14100.0,690,243
Quick Sort,50,RANDOM,10,7180.0,6000.0,10000.0,231,166
Merge Sort,50,SORTED,10,10590.0,8700.0,14300.0,153,286
Bubble Sort,50,SORTED,10,460.0,400.0,800.0,49,0
Insertion Sort,50,SORTED,10,920.0,700.0,1700.0,49,0
Selection Sort,50,SORTED,10,9130.0,8000.0,10600.0,1225,50
Heap Sort,50,SORTED,10,15080.0,9800.0,55800.0,729,269
Quick Sort,50,SORTED,10,5770.0,5000.0,6800.0,268,246
Merge Sort,50,INVERSELY_SORTED,10,10220.0,9300.0,11900.0,133,286
Bubble Sort,50,INVERSELY_SORTED,10,63490.0,8300.0,553600.0,1225,1225
Insertion Sort,50,INVERSELY_SORTED,10,9720.0,8900.0,11700.0,1225,1225
Selection Sort,50,INVERSELY_SORTED,10,10030.0,9500.0,11000.0,1225,50
Heap Sort,50,INVERSELY_SORTED,10,9060.0,5500.0,36700.0,612,207
Quick Sort,50,INVERSELY_SORTED,10,6550.0,5000.0,11900.0,376,314
Merge Sort,50,NEARLY_SORTED,10,10030.0,8800.0,13800.0,229,286
Bubble Sort,50,NEARLY_SORTED,10,13260.0,11700.0,17700.0,1120,576
Insertion Sort,50,NEARLY_SORTED,10,6210.0,4300.0,16700.0,620,576
Selection Sort,50,NEARLY_SORTED,10,21070.0,8700.0,66300.0,1225,50
Heap Sort,50,NEARLY_SORTED,10,7660.0,4700.0,15700.0,697,244
Quick Sort,50,NEARLY_SORTED,10,100560.0,5000.0,919500.0,252,184
Merge Sort,50,RANDOM,10,16060.0,12300.0,22700.0,222,286
Bubble Sort,50,RANDOM,10,14790.0,8800.0,38500.0,1170,580
Insertion Sort,50,RANDOM,10,6070.0,5300.0,7500.0,627,580
Selection Sort,50,RANDOM,10,12080.0,11200.0,13900.0,1225,50
Heap Sort,50,RANDOM,10,6640.0,4500.0,15600.0,675,236
Quick Sort,50,RANDOM,10,6190.0,4800.0,7700.0,317,175
Merge Sort,50,SORTED,10,15330.0,12100.0,18700.0,153,286
Bubble Sort,50,SORTED,10,420.0,300.0,900.0,49,0
Insertion Sort,50,SORTED,10,800.0,700.0,1300.0,49,0
Selection Sort,50,SORTED,10,7920.0,6700.0,10600.0,1225,50
Heap Sort,50,SORTED,10,16760.0,5700.0,48200.0,730,270
Quick Sort,50,SORTED,10,9390.0,4400.0,22300.0,246,191
Merge Sort,50,INVERSELY_SORTED,10,79410.0,8200.0,661600.0,133,286
Bubble Sort,50,INVERSELY_SORTED,10,12830.0,9400.0,26800.0,1225,1225
Insertion Sort,50,INVERSELY_SORTED,10,11180.0,7300.0,23900.0,1225,1225
Selection Sort,50,INVERSELY_SORTED,10,12190.0,7700.0,24400.0,1225,50
Heap Sort,50,INVERSELY_SORTED,10,12190.0,5000.0,33500.0,612,207
Quick Sort,50,INVERSELY_SORTED,10,67920.0,4600.0,617000.0,246,188
Merge Sort,50,NEARLY_SORTED,10,14150.0,10500.0,26200.0,223,286
Bubble Sort,50,NEARLY_SORTED,10,46830.0,10000.0,332600.0,1197,646
Insertion Sort,50,NEARLY_SORTED,10,6920.0,6700.0,8000.0,692,646
Selection Sort,50,NEARLY_SORTED,10,12620.0,12300.0,13700.0,1225,50
Heap Sort,50,NEARLY_SORTED,10,21460.0,6000.0,122500.0,680,238
Quick Sort,50,NEARLY_SORTED,10,6990.0,6200.0,9900.0,230,178
Merge Sort,50,RANDOM,10,12360.0,11300.0,18000.0,220,286
Bubble Sort,50,RANDOM,10,13570.0,12800.0,15100.0,1159,662
Insertion Sort,50,RANDOM,10,7160.0,7000.0,8100.0,707,662
Selection Sort,50,RANDOM,10,12960.0,12100.0,18100.0,1225,50
Heap Sort,50,RANDOM,10,6760.0,6100.0,9000.0,680,238
Quick Sort,50,RANDOM,10,7020.0,6400.0,8100.0,322,315
Merge Sort,50,SORTED,10,11120.0,10600.0,12500.0,153,286
Bubble Sort,50,SORTED,10,490.0,400.0,800.0,49,0
Insertion Sort,50,SORTED,10,890.0,800.0,1000.0,49,0
Selection Sort,50,SORTED,10,11030.0,10800.0,11800.0,1225,50
Heap Sort,50,SORTED,10,6780.0,5800.0,10700.0,730,270
Quick Sort,50,SORTED,10,6290.0,4900.0,9500.0,235,201
Merge Sort,50,INVERSELY_SORTED,10,13710.0,11200.0,21300.0,133,286
Bubble Sort,50,INVERSELY_SORTED,10,10130.0,8900.0,16000.0,1225,1225
Insertion Sort,50,INVERSELY_SORTED,10,8120.0,7600.0,9400.0,1225,1225
Selection Sort,50,INVERSELY_SORTED,10,10350.0,7300.0,17200.0,1225,50
Heap Sort,50,INVERSELY_SORTED,10,7000.0,4200.0,12400.0,612,207
Quick Sort,50,INVERSELY_SORTED,10,14010.0,4400.0,79200.0,244,179
Merge Sort,50,NEARLY_SORTED,10,101070.0,10400.0,849200.0,222,286
Bubble Sort,50,NEARLY_SORTED,10,17500.0,11100.0,54000.0,1224,665
Insertion Sort,50,NEARLY_SORTED,10,7070.0,4600.0,18100.0,712,665
Selection Sort,50,NEARLY_SORTED,10,13200.0,10300.0,19000.0,1225,50
Heap Sort,50,NEARLY_SORTED,10,7690.0,5100.0,11200.0,661,233
Quick Sort,50,NEARLY_SORTED,10,86490.0,4600.0,784100.0,256,144
Merge Sort,50,RANDOM,10,19250.0,10700.0,70200.0,224,286
Bubble Sort,50,RANDOM,10,84230.0,13100.0,708000.0,1219,663
Insertion Sort,50,RANDOM,10,507530.0,4400.0,5027000.0,708,663
Selection Sort,50,RANDOM,10,12650.0,11800.0,13400.0,1225,50
Heap Sort,50,RANDOM,10,8250.0,7700.0,9200.0,686,247
Quick Sort,50,RANDOM,10,9110.0,6000.0,29900.0,248,177
Merge Sort,50,SORTED,10,13160.0,11500.0,14800.0,153,286
Bubble Sort,50,SORTED,10,390.0,300.0,800.0,49,0
Insertion Sort,50,SORTED,10,840.0,600.0,1400.0,49,0
Selection Sort,50,SORTED,10,11070.0,10400.0,12700.0,1225,50
Heap Sort,50,SORTED,10,6410.0,4200.0,20800.0,730,270
Quick Sort,50,SORTED,10,7880.0,4600.0,16800.0,294,207
Merge Sort,50,INVERSELY_SORTED,10,16160.0,8600.0,36800.0,134,286
Bubble Sort,50,INVERSELY_SORTED,10,1342140.0,9700.0,1.30109E7,1225,1224
Insertion Sort,50,INVERSELY_SORTED,10,10630.0,8100.0,14600.0,1225,1224
Selection Sort,50,INVERSELY_SORTED,10,9860.0,7600.0,15600.0,1225,50
Heap Sort,50,INVERSELY_SORTED,10,7800.0,3500.0,29500.0,612,207
Quick Sort,50,INVERSELY_SORTED,10,8960.0,5000.0,13800.0,283,202
Merge Sort,50,NEARLY_SORTED,10,13450.0,10000.0,22100.0,224,286
Bubble Sort,50,NEARLY_SORTED,10,13770.0,11800.0,15700.0,1222,573
Insertion Sort,50,NEARLY_SORTED,10,6300.0,5600.0,7300.0,613,573
Selection Sort,50,NEARLY_SORTED,10,12010.0,11300.0,13300.0,1225,50
Heap Sort,50,NEARLY_SORTED,10,6780.0,5400.0,10000.0,685,247
Quick Sort,50,NEARLY_SORTED,10,7100.0,6200.0,8700.0,243,173
Merge Sort,50,RANDOM,10,12310.0,10800.0,16000.0,228,286
Bubble Sort,50,RANDOM,10,11760.0,8300.0,15200.0,1147,614
Insertion Sort,50,RANDOM,10,6470.0,5500.0,7600.0,662,614
Selection Sort,50,RANDOM,10,11650.0,9500.0,16500.0,1225,50
Heap Sort,50,RANDOM,10,6250.0,4900.0,9200.0,673,234
Quick Sort,50,RANDOM,10,7060.0,5600.0,10400.0,219,173
Merge Sort,50,SORTED,10,11600.0,9800.0,17900.0,153,286
Bubble Sort,50,SORTED,10,420.0,300.0,800.0,49,0
Insertion Sort,50,SORTED,10,780.0,500.0,1500.0,49,0
Selection Sort,50,SORTED,10,9420.0,7200.0,11500.0,1225,50
Heap Sort,50,SORTED,10,6280.0,5200.0,7800.0,730,270
Quick Sort,50,SORTED,10,5460.0,4500.0,9400.0,242,160
Merge Sort,50,INVERSELY_SORTED,10,8950.0,7600.0,12900.0,133,286
Bubble Sort,50,INVERSELY_SORTED,10,9630.0,8900.0,11900.0,1225,1225
Insertion Sort,50,INVERSELY_SORTED,10,8420.0,7600.0,9500.0,1225,1225
Selection Sort,50,INVERSELY_SORTED,10,11320.0,8100.0,31300.0,1225,50
Heap Sort,50,INVERSELY_SORTED,10,5220.0,4100.0,9200.0,612,207
Quick Sort,50,INVERSELY_SORTED,10,5940.0,5200.0,8400.0,294,222
Merge Sort,50,NEARLY_SORTED,10,11180.0,10100.0,14400.0,225,286
Bubble Sort,50,NEARLY_SORTED,10,13670.0,12400.0,16100.0,1089,575
Insertion Sort,50,NEARLY_SORTED,10,12000.0,5500.0,53500.0,619,575
Selection Sort,50,NEARLY_SORTED,10,16250.0,14500.0,19700.0,1225,50
Heap Sort,50,NEARLY_SORTED,10,8970.0,4700.0,15200.0,681,241
Quick Sort,50,NEARLY_SORTED,10,6100.0,4500.0,12200.0,227,176
Merge Sort,50,RANDOM,10,12370.0,8600.0,21800.0,217,286
Bubble Sort,50,RANDOM,10,19160.0,10600.0,68200.0,1189,642
